cycle,(LPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
126,642.43,1406.15,553.09,47.54,521.55,8.4289,394,38.98,23.2709,87
127,642.83,1405.34,553.31,47.55,521.37,8.4134,395,38.77,23.3261,86
128,642.44,1412.87,553.3,47.51,521.31,8.4393,392,38.96,23.32,85
129,642.2,1405.09,553.67,47.54,521.44,8.4082,393,38.83,23.2383,84
130,642.89,1417.28,553.36,47.62,521.06,8.422,394,38.89,23.2856,83
131,642.27,1406.35,553.53,47.52,521.04,8.4256,392,38.9,23.2871,82
132,642.51,1410.78,553.3,47.55,521.47,8.3928,394,38.87,23.2743,81
133,642.77,1414.29,553.03,47.59,520.71,8.4524,394,38.86,23.3481,80
134,642.68,1402.77,552.94,47.48,521.1,8.4299,394,38.79,23.3118,79
135,642.62,1410.48,553.22,47.39,521.33,8.4621,395,38.9,23.1745,78
136,642.12,1412.73,553.75,47.5,521.68,8.436,394,38.87,23.2867,77
137,642.42,1413.19,553.43,47.22,521.22,8.4994,393,38.81,23.2565,76
138,642.74,1407.31,553.26,47.43,521.29,8.4146,393,38.59,23.2724,75
139,642.59,1415.19,553.01,47.59,521.3,8.4203,394,38.84,23.2388,74
140,642.16,1407.19,553.46,47.68,521.03,8.4406,394,38.77,23.1814,73
141,642.48,1407.46,553.74,47.61,521.38,8.4347,393,38.84,23.3351,72
142,642.94,1411.91,553.61,47.65,521.36,8.4229,393,38.73,23.2584,71
143,643.1,1409.48,553.23,47.66,520.97,8.4384,394,38.76,23.2942,70
144,642.79,1417.97,552.94,47.49,520.98,8.42,393,38.84,23.294,69
145,642.35,1407.37,553.95,47.58,521.04,8.4435,393,38.62,23.2534,68
146,642.52,1409.07,552.55,47.37,520.81,8.4355,394,38.72,23.2334,67
147,642.42,1411.88,552.74,47.53,521.13,8.4515,391,38.77,23.4248,66
148,642.66,1415.82,553.65,47.36,521.46,8.468,393,38.89,23.3415,65
149,642.51,1404.71,552.93,47.6,521.25,8.4521,396,38.82,23.3,64
150,642.44,1404.11,553.42,47.47,521.54,8.4032,394,38.97,23.3032,63
151,642.65,1406.28,552.4,47.65,521.26,8.4634,394,38.66,23.2498,62
152,642.95,1412.44,552.26,47.49,521.32,8.4555,393,38.76,23.3037,61
153,642.6,1412.51,552.64,47.58,520.99,8.431,394,38.63,23.2881,60
154,642.76,1409.93,552.74,47.71,521.25,8.4389,392,38.65,23.2662,59
155,643.02,1407.74,552.96,47.6,521.09,8.4104,394,38.69,23.312,58
156,642.83,1415.27,553.12,47.49,520.85,8.4302,393,38.57,23.2223,57
157,642.73,1402.24,552.81,47.83,520.92,8.44,394,38.66,23.2466,56
158,642.85,1406.14,553.11,47.77,520.95,8.4658,393,39.0,23.2714,55
159,643.26,1416.13,552.62,47.8,520.88,8.461,394,38.82,23.2748,54
160,643.04,1412.75,553.24,47.56,520.77,8.443,394,38.86,23.2349,53
161,642.98,1418.24,553.43,47.69,520.8,8.4792,395,38.64,23.308,52
162,643.16,1408.01,552.75,47.68,520.69,8.4698,394,38.69,23.2613,51
163,642.95,1419.3,552.89,47.56,520.84,8.4382,393,38.83,23.2288,50
164,643.48,1413.76,552.22,47.81,520.39,8.4412,395,38.74,23.2951,49
165,643.02,1418.62,553.77,47.61,520.49,8.4569,393,38.71,23.2389,48
166,643.1,1412.6,552.91,47.58,521.11,8.4448,393,38.67,23.1301,47
167,643.76,1411.58,552.58,47.81,520.47,8.4568,393,38.71,23.2907,46
168,643.27,1413.36,552.5,47.84,520.38,8.463,395,38.71,23.159,45
169,643.04,1419.56,552.63,47.89,521.26,8.4586,393,38.65,23.2519,44
170,642.67,1420.24,552.61,47.81,520.27,8.4597,394,38.72,23.296,43
171,642.45,1406.46,552.98,47.9,521.22,8.4434,393,38.86,23.2047,42
172,642.34,1413.26,552.98,47.79,520.55,8.4592,393,38.8,23.2441,41
173,643.5,1422.07,553.19,47.66,520.18,8.4593,395,38.64,23.2048,40
174,642.58,1424.51,552.69,47.76,520.78,8.495,394,38.9,23.2908,39
175,643.33,1412.19,552.22,47.89,520.38,8.4746,394,38.72,23.1389,38
176,643.12,1415.07,552.45,47.87,521.02,8.4612,394,38.75,23.2615,37
177,643.28,1423.98,552.19,47.92,520.5,8.4877,392,38.62,23.0412,36
178,643.36,1421.1,551.87,47.74,521.32,8.4309,394,38.72,23.2104,35
179,643.07,1412.32,552.12,47.98,520.07,8.4588,396,38.69,23.1966,34
180,643.63,1419.5,552.71,47.84,520.78,8.4716,396,38.52,23.2751,33
181,643.36,1412.75,552.07,47.89,520.61,8.4769,393,38.77,23.2382,32
182,643.12,1415.85,552.39,47.61,520.91,8.465,394,38.7,23.2426,31
183,643.12,1417.63,552.44,48.04,520.82,8.4205,395,38.65,23.1824,30
184,642.85,1424.38,552.42,47.79,521.03,8.4974,395,38.61,23.1739,29
185,642.96,1425.17,552.77,47.99,520.6,8.4384,393,38.67,23.1838,28
186,642.79,1416.52,552.53,47.82,520.37,8.4784,394,38.79,23.2751,27
187,643.0,1423.63,552.31,47.83,520.85,8.4892,395,38.46,23.1483,26
188,643.24,1414.33,552.04,47.85,520.2,8.4784,396,38.73,23.1722,25
189,643.52,1423.87,552.22,47.94,520.08,8.493,394,38.54,23.1882,24
190,642.89,1418.5,552.43,47.9,520.17,8.486,394,38.82,23.3064,23
191,643.69,1426.87,552.57,47.9,519.83,8.4985,396,38.69,23.1994,22
192,642.97,1421.85,552.53,47.83,520.66,8.481,396,38.65,23.1499,21
193,642.9,1418.0,552.03,47.97,520.3,8.4852,394,38.62,23.1101,20
194,643.51,1417.67,552.42,48.03,520.11,8.4897,395,38.58,23.1617,19
195,643.6,1421.79,551.62,47.85,519.95,8.507,394,38.54,23.1961,18
196,643.47,1409.01,551.87,48.13,519.86,8.5309,394,38.56,23.1307,17
197,643.41,1419.88,551.29,48.0,520.29,8.4702,394,38.54,23.1234,16
198,643.14,1425.92,552.13,47.87,520.47,8.5234,396,38.65,23.1465,15
199,643.76,1428.75,551.86,48.03,520.08,8.497,395,38.49,23.1716,14
200,643.4,1425.56,551.97,48.11,521.63,8.4741,395,38.54,23.0704,13
201,643.09,1422.0,551.31,48.01,519.69,8.513,395,38.46,23.1764,12
202,642.93,1423.93,551.44,48.06,519.85,8.4835,396,38.57,23.3222,11
203,643.5,1430.48,551.85,48.08,519.75,8.5218,397,38.4,23.1053,10
204,643.33,1430.08,553.62,47.92,521.63,8.5212,395,38.48,23.0454,9
205,643.08,1423.58,551.87,47.98,519.63,8.4834,396,38.52,23.1502,8
206,642.99,1427.06,553.62,47.98,520.06,8.5162,397,38.41,23.0915,7
207,643.66,1409.01,553.62,47.46,521.63,8.5239,397,38.46,23.3222,6
208,642.96,1424.75,552.18,48.14,520.18,8.5017,395,38.44,23.1472,5
209,642.5,1430.17,551.68,47.46,519.86,8.4309,397,38.44,23.0791,4
210,643.3,1428.53,551.91,47.46,521.63,8.5114,396,38.39,23.0848,3
211,643.72,1429.09,553.62,48.15,519.62,8.5147,394,38.51,23.0211,2
212,643.9,1409.01,553.62,48.1,520.18,8.5229,395,38.45,23.0712,1
213,643.91,1427.84,553.62,48.17,521.63,8.4309,395,38.46,23.1649,0
1,642.84,1408.94,553.29,47.46,521.26,8.4092,394,38.72,23.2402,125
2,642.46,1415.22,553.17,47.57,521.06,8.4365,393,38.85,23.2368,125
3,642.78,1411.45,553.06,47.48,521.34,8.4456,392,38.86,23.3427,125
4,643.02,1403.71,552.7,47.47,521.37,8.4621,392,38.86,23.2171,125
5,643.26,1410.37,553.29,47.7,520.99,8.4456,392,38.77,23.2411,125
6,642.57,1414.12,553.15,47.48,521.04,8.4794,393,38.84,23.3956,125
7,642.47,1409.35,553.1,47.61,521.21,8.4211,394,38.66,23.3231,125
8,642.54,1402.54,553.86,47.69,520.85,8.4295,393,38.94,23.1835,125
9,642.89,1413.17,553.22,47.53,521.38,8.4535,392,38.94,23.3646,125
10,643.07,1415.07,553.0,47.44,521.0,8.4523,392,38.92,23.3222,125
11,641.94,1407.69,552.68,47.56,521.14,8.4535,394,38.74,23.3484,125
12,642.55,1402.49,553.5,47.67,521.16,8.4598,393,38.87,23.2067,125
13,642.84,1411.63,552.72,47.56,521.05,8.4603,393,38.77,23.2815,125
14,642.39,1413.79,553.21,47.53,521.09,8.4211,391,38.71,23.2478,125
15,642.47,1407.19,553.65,47.58,521.06,8.4465,393,38.67,23.2624,125
16,642.42,1409.25,552.41,47.57,521.06,8.4386,392,38.9,23.2383,125
17,642.82,1404.47,552.9,47.49,521.73,8.4128,392,38.75,23.3393,125
18,642.65,1413.79,553.46,47.63,520.85,8.4642,393,38.78,23.3479,125
19,642.64,1409.78,553.41,47.53,520.68,8.4464,393,38.67,23.216,125
20,642.59,1406.02,553.29,47.63,521.4,8.4223,393,39.07,23.3653,125
21,642.45,1404.15,553.36,47.48,521.11,8.4234,394,38.75,23.2525,125
22,642.52,1414.03,553.42,47.44,521.66,8.4472,393,38.86,23.2328,125
23,642.83,1405.53,553.58,47.45,521.2,8.449,393,38.96,23.3368,125
24,642.84,1411.79,552.36,47.45,521.83,8.4488,394,38.87,23.3439,125
25,642.58,1403.69,553.48,47.5,521.77,8.4562,394,38.74,23.4097,125
26,642.24,1412.92,553.06,47.39,521.46,8.4508,393,38.78,23.3176,125
27,642.65,1412.94,552.82,47.5,521.43,8.4313,393,38.84,23.2456,125
28,642.78,1409.27,553.75,47.61,521.21,8.4441,393,38.91,23.1593,125
29,642.73,1410.52,553.18,47.6,520.65,8.4318,393,38.96,23.2469,125
30,642.65,1408.8,552.56,47.6,520.83,8.4135,393,38.78,23.3942,125
31,642.87,1406.67,553.08,47.8,521.63,8.4248,392,38.89,23.3662,125
32,643.1,1404.87,553.18,47.54,521.52,8.4438,392,38.81,23.3359,125
33,642.55,1412.66,553.64,47.56,520.96,8.4309,391,38.86,23.2887,125
34,642.36,1411.79,553.93,47.55,521.74,8.437,395,38.85,23.2974,125
35,642.47,1406.13,553.62,47.6,521.24,8.4741,394,38.77,23.3597,125
36,643.13,1397.25,553.31,47.59,521.33,8.4505,394,38.9,23.1933,125
37,642.83,1414.6,553.35,47.51,521.4,8.45,393,38.64,23.3026,125
38,642.58,1413.7,552.57,47.4,521.07,8.4316,393,38.73,23.2314,125
39,642.74,1412.99,553.65,47.69,520.27,8.4554,392,39.02,23.3392,125
40,642.6,1410.02,553.01,47.55,522.01,8.4762,393,38.83,23.3191,125
41,642.76,1412.26,553.35,47.6,521.15,8.4326,394,38.75,23.3459,125
42,642.83,1409.48,553.2,47.58,521.17,8.4846,393,38.87,23.3298,125
43,642.8,1410.93,552.99,47.71,521.49,8.4483,392,38.83,23.3065,125
44,642.47,1403.67,553.35,47.6,521.22,8.446,393,38.75,23.2675,125
45,642.71,1408.74,553.11,47.78,521.33,8.4545,393,38.89,23.1831,125
46,642.4,1408.65,553.46,47.55,521.35,8.4596,393,38.83,23.3397,125
47,642.52,1409.98,553.49,47.61,521.16,8.4817,393,38.9,23.272,125
48,642.86,1415.77,552.71,47.42,521.83,8.4433,395,38.86,23.2784,125
49,642.45,1408.38,553.25,47.58,521.43,8.3994,391,38.87,23.2672,125
50,642.94,1417.73,554.16,47.5,521.87,8.4589,392,38.86,23.2131,125
51,642.78,1412.4,553.62,47.59,521.01,8.4567,393,38.75,23.3623,125
52,642.23,1406.91,553.15,47.52,521.73,8.4623,395,38.85,23.3469,125
53,643.8,1404.63,552.86,47.81,521.28,8.4437,394,38.74,23.3021,125
54,643.28,1410.35,553.04,47.57,520.79,8.4158,395,38.79,23.2668,125
55,642.9,1407.36,553.22,47.49,521.32,8.4306,395,38.62,23.2848,125
56,642.68,1414.79,552.67,47.64,520.95,8.4592,392,38.72,23.3053,125
57,643.03,1419.22,552.63,47.72,521.14,8.4535,393,38.93,23.2258,125
58,642.88,1408.7,553.39,47.67,520.6,8.4806,392,38.88,23.3076,125
59,642.76,1411.27,553.16,47.59,521.05,8.4623,393,38.86,23.2647,125
60,643.16,1410.59,553.13,47.54,521.11,8.478,393,38.83,23.3096,125
61,642.74,1407.41,552.93,47.53,521.41,8.4218,393,38.87,23.3032,125
62,642.72,1416.65,552.51,47.7,521.4,8.441,394,38.95,23.1323,125
63,642.79,1413.81,553.66,47.56,521.2,8.4503,393,38.73,23.2284,125
64,642.66,1405.84,553.0,47.65,521.37,8.4645,394,38.81,23.1885,125
65,642.92,1411.59,552.65,47.64,520.89,8.4773,394,38.74,23.3093,125
66,642.64,1412.68,552.83,47.85,521.1,8.4234,393,38.76,23.2882,125
67,642.73,1404.93,553.13,47.74,520.95,8.4054,393,38.78,23.2522,125
68,642.38,1414.39,552.93,47.52,521.42,8.4201,394,38.6,23.36,125
69,642.0,1408.61,553.41,47.6,521.73,8.4373,394,38.98,23.2872,125
70,642.15,1410.03,552.93,47.39,521.13,8.4159,393,38.76,23.2359,125
71,642.73,1411.99,552.99,47.66,521.21,8.4314,393,38.92,23.2102,125
72,642.52,1407.65,553.45,47.46,521.06,8.4586,392,38.67,23.2747,125
73,642.36,1408.79,552.47,47.64,520.8,8.4877,393,38.85,23.3407,125
74,642.68,1419.89,553.43,47.62,520.96,8.4517,394,38.68,23.323,125
75,642.78,1419.3,552.95,47.52,521.4,8.4581,393,38.72,23.2593,125
76,642.97,1405.75,552.65,47.74,521.36,8.435,395,38.72,23.2266,125
77,643.09,1409.57,552.85,47.63,520.93,8.4423,395,38.61,23.2463,125
78,642.75,1415.45,553.21,47.82,521.44,8.4498,394,38.83,23.3036,125
79,642.53,1406.81,552.76,47.54,521.62,8.4605,394,38.79,23.1894,125
80,642.39,1414.24,553.31,47.56,520.79,8.4248,392,38.82,23.3137,125
81,642.91,1414.23,553.4,47.66,521.19,8.4181,395,38.88,23.3319,125
82,642.91,1414.53,552.9,47.58,521.77,8.475,395,38.79,23.2823,125
83,642.87,1410.77,553.17,47.59,520.9,8.4488,392,38.81,23.237,125
84,642.68,1412.62,553.04,47.75,521.5,8.461,393,38.86,23.2164,125
85,642.95,1419.36,552.92,47.66,520.54,8.4515,393,38.91,23.343,125
86,642.39,1410.25,553.55,47.53,521.25,8.4249,393,38.93,23.227,125
87,642.54,1410.25,553.53,47.62,520.53,8.4512,392,38.6,23.2801,125
88,642.96,1418.73,553.38,47.62,520.64,8.4402,394,38.89,23.3021,125
89,642.61,1415.75,553.45,47.65,520.49,8.4388,394,38.78,23.3299,124
90,643.13,1407.02,553.18,47.64,521.12,8.4704,393,38.72,23.2122,123
91,642.87,1408.79,553.15,47.67,520.46,8.4525,393,38.92,23.1875,122
92,643.11,1413.66,552.51,47.54,521.42,8.4996,394,38.77,23.2799,121
93,642.34,1415.61,553.45,47.52,520.94,8.4581,394,38.8,23.1766,120
94,642.98,1410.65,552.42,47.65,520.84,8.4574,394,38.84,23.2116,119
95,642.8,1405.63,553.33,47.69,520.93,8.4708,392,38.88,23.2621,118
96,642.4,1416.02,553.1,47.7,521.35,8.4703,395,38.77,23.2397,117
97,642.42,1412.69,552.91,47.68,521.75,8.4583,393,38.86,23.2182,116
98,643.04,1407.46,553.96,47.73,521.14,8.4551,394,38.79,23.1731,115
99,642.69,1409.55,552.65,47.63,520.74,8.4782,392,38.84,23.1483,114
100,642.6,1416.94,553.0,47.86,520.47,8.4379,395,38.65,23.2834,113
101,643.18,1417.12,552.7,47.55,520.69,8.4982,394,38.91,23.2018,112
102,642.52,1410.26,552.9,47.55,520.91,8.4281,391,38.71,23.3144,111
103,642.98,1416.4,553.39,47.71,520.84,8.4743,394,38.85,23.2295,110
104,642.7,1410.42,553.22,47.5,520.89,8.4482,393,38.57,23.2197,109
105,642.8,1417.15,553.08,47.57,521.15,8.4692,394,38.72,23.1672,108
106,643.43,1411.53,552.81,47.74,521.17,8.4736,394,38.79,23.2797,107
107,642.91,1414.95,552.83,47.66,521.27,8.4417,393,38.96,23.2353,106
108,643.18,1406.13,553.16,47.64,521.15,8.442,393,39.0,23.1896,105
109,643.1,1409.55,552.87,47.59,521.36,8.4605,394,38.98,23.1981,104
110,642.82,1417.98,553.09,47.76,521.0,8.4788,394,38.68,23.2622,103
111,642.5,1414.26,553.35,47.66,520.7,8.4577,394,38.68,23.2261,102
112,642.7,1410.73,552.7,47.68,521.21,8.4386,393,38.66,23.2766,101
113,642.74,1407.34,553.25,47.57,520.76,8.4604,394,38.49,23.2763,100
114,642.61,1413.44,552.61,47.73,521.02,8.4671,394,38.87,23.2563,99
115,642.93,1416.35,552.44,47.62,521.01,8.4679,393,38.7,23.3029,98
116,643.22,1411.22,552.71,47.57,521.42,8.4576,394,38.79,23.2016,97
117,642.57,1408.82,552.55,47.86,520.9,8.4469,393,38.54,23.2127,96
118,642.85,1410.61,552.76,47.69,520.63,8.451,392,38.83,23.3029,95
119,642.9,1413.96,552.76,47.79,520.69,8.4762,393,38.57,23.282,94
120,642.74,1414.69,552.68,47.89,520.78,8.4966,395,38.83,23.2151,93
121,642.77,1413.96,552.32,47.71,521.22,8.4833,394,38.61,23.3283,92
122,642.82,1407.56,552.42,47.68,520.18,8.4749,395,38.94,23.3425,91
123,642.43,1415.01,552.5,47.86,520.64,8.4231,395,38.85,23.2557,90
124,643.09,1416.84,552.65,47.69,521.23,8.4531,392,38.67,23.3273,89
125,642.75,1405.12,553.09,47.71,520.48,8.454,395,38.97,23.1707,88
126,642.11,1417.02,553.05,47.79,521.11,8.4395,393,38.63,23.2148,87
127,643.23,1417.42,553.45,47.79,520.63,8.47,394,38.58,23.2371,86
128,642.25,1413.28,552.69,47.78,520.98,8.4494,393,38.69,23.2167,85
129,642.96,1419.95,552.12,47.71,521.05,8.4737,395,38.78,23.2072,84
130,642.65,1415.93,553.02,47.59,520.92,8.4595,393,38.62,23.2804,83
131,642.34,1419.91,552.31,47.7,521.06,8.4631,393,38.67,23.2041,82
132,643.74,1409.79,553.35,47.65,520.26,8.4878,395,38.68,23.2779,81
133,643.35,1411.83,552.81,47.74,520.57,8.4631,396,38.68,23.2144,80
134,643.12,1410.94,553.16,47.53,520.88,8.4666,395,38.69,23.1478,79
135,643.15,1411.93,553.1,47.72,520.33,8.451,395,38.76,23.189,78
136,642.59,1412.3,552.18,47.82,520.84,8.4622,393,38.75,23.1394,77
137,642.98,1409.53,552.28,47.71,520.78,8.5041,394,38.52,23.1236,76
138,642.57,1407.98,552.99,47.72,520.85,8.4586,393,38.64,23.3219,75
139,642.85,1414.18,553.81,47.85,520.57,8.4704,393,38.79,23.2042,74
140,643.52,1414.51,551.98,47.71,520.37,8.4384,394,38.66,23.1758,73
141,642.33,1412.01,553.02,47.66,520.33,8.4427,394,38.65,23.237,72
142,642.77,1420.47,552.99,47.67,520.63,8.5014,394,38.65,23.1028,71
143,643.03,1411.24,552.49,47.76,520.99,8.4591,395,38.7,23.2292,70
144,643.16,1415.77,552.66,47.96,521.09,8.4619,393,38.64,23.1958,69
145,643.41,1418.66,552.97,47.87,520.44,8.4522,394,38.86,23.1755,68
146,642.85,1410.05,552.84,47.9,520.78,8.4132,395,38.7,23.2102,67
147,642.66,1422.89,553.06,47.76,520.72,8.4787,393,38.69,23.2188,66
148,643.12,1422.58,553.18,47.65,520.93,8.4801,393,38.82,23.1505,65
149,642.98,1410.1,552.72,47.73,520.55,8.4672,394,38.82,23.1535,64
150,643.17,1411.49,552.95,47.62,520.57,8.4818,393,38.79,23.2836,63
151,643.25,1420.53,552.89,47.71,520.91,8.4776,395,38.77,23.2065,62
152,642.88,1413.92,553.48,47.91,520.22,8.4657,393,38.76,23.2783,61
153,643.19,1422.71,553.0,47.91,520.76,8.4893,395,38.74,23.2197,60
154,643.29,1412.11,552.28,47.8,520.96,8.4752,394,38.6,23.1894,59
155,642.35,1417.0,552.45,47.86,520.7,8.4953,395,38.75,23.1465,58
156,642.96,1413.42,552.12,47.93,520.14,8.4662,395,38.52,23.2208,57
157,643.0,1422.72,552.14,47.7,520.69,8.5008,393,38.45,23.2712,56
158,642.89,1418.75,552.35,47.65,520.66,8.5096,395,38.71,23.2537,55
159,643.26,1415.64,552.4,47.78,520.69,8.4869,392,38.68,23.1723,54
160,642.92,1411.88,552.35,47.9,520.23,8.4974,394,38.72,23.1987,53
161,643.22,1421.48,552.6,47.9,520.22,8.4769,395,38.5,23.1507,52
162,643.13,1416.57,552.29,47.8,520.2,8.4889,395,38.61,23.2891,51
163,642.99,1417.03,552.25,47.83,520.89,8.4577,395,38.41,23.0721,50
164,642.93,1414.29,552.53,47.81,520.39,8.5091,394,38.58,23.249,49
165,643.43,1412.79,552.5,47.89,520.91,8.4656,392,38.56,23.2545,48
166,642.86,1419.18,551.99,47.71,520.75,8.515,395,38.85,23.1931,47
167,643.22,1422.14,552.35,47.74,520.12,8.5001,394,38.68,23.2919,46
168,643.48,1420.03,552.69,47.93,520.3,8.4785,395,38.75,23.1913,45
169,643.01,1417.6,552.24,48.04,520.65,8.4541,396,38.42,23.0518,44
170,642.92,1420.09,551.51,47.79,520.11,8.4701,395,38.62,23.1322,43
171,643.67,1414.4,552.14,47.88,520.33,8.4675,395,38.51,23.2073,42
172,643.41,1426.06,552.14,47.97,520.74,8.5144,395,38.68,23.3222,41
173,642.5,1415.17,552.64,47.81,520.21,8.493,395,38.6,23.2476,40
174,643.18,1425.39,551.34,47.91,520.5,8.4736,395,38.61,23.1194,39
175,643.25,1423.68,551.38,47.96,519.73,8.4684,396,38.68,23.1712,38
176,643.52,1422.53,551.9,47.67,520.81,8.5098,394,38.63,23.1645,37
177,643.31,1427.06,551.9,47.86,520.82,8.4669,395,38.66,23.1596,36
178,643.4,1420.77,551.93,48.12,520.65,8.4919,395,38.44,23.0604,35
179,643.77,1422.74,552.4,47.99,520.18,8.5087,394,38.63,23.1753,34
180,643.15,1421.84,551.71,47.94,520.11,8.5149,395,38.53,23.2189,33
181,643.17,1420.72,551.95,47.8,520.3,8.5112,396,38.55,23.1077,32
182,643.48,1417.8,551.84,47.75,520.68,8.4931,393,38.47,23.0841,31
183,643.27,1418.75,552.09,47.86,520.03,8.4843,396,38.65,23.0675,30
184,643.89,1419.44,551.66,48.01,520.58,8.5035,394,38.56,23.0274,29
185,643.43,1423.04,552.51,47.94,520.19,8.4894,393,38.55,23.1003,28
186,642.5,1428.19,552.58,47.9,519.98,8.4512,395,38.72,23.1457,27
187,642.89,1420.94,551.43,48.07,519.95,8.5234,394,38.43,23.251,26
188,643.25,1417.3,552.4,47.92,519.79,8.4851,396,38.56,23.1388,25
189,643.22,1420.94,551.6,48.01,520.22,8.5173,393,38.68,23.1008,24
190,643.91,1419.2,551.71,47.93,520.07,8.4507,394,38.55,23.131,23
191,643.04,1423.84,551.59,47.97,519.58,8.4687,396,38.71,23.0652,22
192,643.7,1415.27,551.75,47.94,520.23,8.4991,394,38.44,23.1513,21
193,642.93,1429.78,552.08,48.14,519.84,8.5212,396,38.55,23.1427,20
194,643.74,1427.73,551.36,48.01,521.63,8.4948,395,38.52,23.1363,19
195,642.98,1419.89,551.97,48.09,520.08,8.527,394,38.46,23.1492,18
196,643.37,1430.81,551.87,48.16,519.8,8.4309,394,38.62,23.2337,17
197,643.29,1424.58,553.62,48.12,519.69,8.4858,395,38.65,23.0888,16
198,643.26,1426.94,551.98,48.13,520.47,8.5002,395,38.86,23.1465,15
199,643.45,1429.96,551.86,47.95,519.96,8.5102,397,38.64,23.0564,14
200,643.88,1429.43,551.74,48.06,520.24,8.4309,396,38.86,23.0801,13
201,643.25,1421.53,551.81,48.02,519.57,8.5122,396,38.59,23.0646,12
202,643.92,1418.38,553.62,48.12,521.63,8.5258,396,38.86,23.1049,11
203,643.38,1422.68,551.33,48.14,520.14,8.5222,395,38.46,23.0541,10
204,643.2,1409.01,552.34,48.13,521.63,8.5328,394,38.48,23.0252,9
205,643.75,1427.87,551.6,48.13,520.21,8.5174,395,38.57,23.0505,8
206,643.38,1427.63,551.2,47.98,520.06,8.5299,395,38.45,23.3222,7
207,642.5,1425.22,551.39,48.18,520.02,8.5236,395,38.52,23.1363,6
208,643.78,1409.01,553.62,47.46,519.78,8.4309,396,38.4,23.0764,5
209,643.17,1430.59,551.39,48.09,519.6,8.4309,395,38.41,23.0578,4
210,643.1,1429.77,551.93,48.02,521.63,8.4972,396,38.5,23.3222,3
211,642.5,1430.45,553.62,48.15,521.63,8.5185,396,38.86,23.0511,2
212,643.48,1430.64,553.62,47.46,520.17,8.5205,396,38.61,23.3222,1
213,643.54,1428.84,551.62,48.12,519.7,8.4309,396,38.54,23.0257,0
1,642.31,1400.18,554.02,47.21,522.55,8.379,391,39.11,23.405,125
2,642.26,1398.78,554.23,47.39,521.58,8.4144,392,38.93,23.3752,125
3,642.61,1399.5,554.45,47.2,522.07,8.3793,392,38.8,23.4071,125
4,642.07,1395.3,554.09,47.31,521.77,8.3876,392,39.0,23.4091,125
5,642.55,1395.03,553.44,47.47,522.36,8.398,393,39.06,23.4454,125
6,642.11,1401.07,554.26,47.21,521.99,8.3862,393,39.04,23.3673,125
7,642.21,1398.69,554.57,47.29,522.6,8.4398,392,38.84,23.434,125
8,642.26,1397.7,553.6,47.35,522.58,8.4369,392,39.08,23.3323,125
9,642.18,1404.52,553.27,47.37,521.94,8.4468,391,38.81,23.3415,125
10,642.23,1399.13,554.35,47.39,521.91,8.4437,392,39.1,23.4662,125
11,642.4,1400.94,554.17,47.25,522.05,8.4108,393,38.94,23.3792,125
12,642.78,1399.83,554.76,47.34,522.03,8.389,391,38.85,23.3983,125
13,642.31,1409.13,554.71,47.37,521.98,8.4122,393,38.83,23.3864,125
14,642.24,1398.17,553.93,47.44,522.36,8.4135,393,38.98,23.3187,125
15,641.79,1405.96,554.19,47.26,521.94,8.4642,393,38.94,23.4213,125
16,642.3,1404.19,554.1,47.22,521.81,8.4004,393,39.09,23.5525,125
17,641.9,1399.42,554.58,47.34,521.92,8.4142,394,38.84,23.3135,125
18,642.04,1400.28,554.23,47.37,522.18,8.404,392,39.16,23.3719,125
19,642.0,1403.17,554.77,47.3,522.15,8.3891,391,38.97,23.4704,125
20,642.4,1406.25,554.39,47.28,522.32,8.4065,393,38.87,23.3186,125
21,642.0,1404.32,553.92,47.37,521.96,8.4272,392,38.96,23.3468,125
22,641.97,1400.03,553.93,47.28,521.96,8.4144,392,38.8,23.4153,125
23,642.44,1403.22,553.92,47.36,522.43,8.403,393,39.03,23.4854,125
24,642.48,1398.14,554.19,47.13,522.51,8.3969,390,38.94,23.4012,125
25,642.03,1398.98,554.16,47.38,522.18,8.3802,393,39.1,23.3906,125
26,642.49,1407.46,553.85,47.32,521.76,8.4454,391,38.74,23.3713,125
27,641.79,1398.74,554.64,47.21,521.72,8.4213,391,38.96,23.4215,125
28,641.84,1396.64,554.19,47.31,522.22,8.3955,392,38.9,23.3685,125
29,642.45,1397.92,553.66,47.24,522.06,8.4341,392,38.96,23.4575,125
30,642.03,1404.47,554.8,47.18,521.33,8.4025,393,39.08,23.4487,125
31,642.1,1397.85,554.43,47.27,522.31,8.3929,392,38.97,23.4466,125
32,642.25,1399.46,554.21,47.39,521.63,8.4244,393,38.91,23.425,125
33,642.55,1404.05,553.97,47.35,522.51,8.3573,392,38.85,23.3048,125
34,642.4,1407.9,554.15,47.52,521.78,8.4108,392,39.08,23.3761,125
35,642.59,1400.38,553.75,47.32,522.05,8.4345,393,38.88,23.4471,125
36,642.07,1401.54,553.94,47.18,522.28,8.4215,393,39.1,23.3164,125
37,642.13,1412.38,554.15,47.35,522.32,8.4012,392,38.9,23.4258,125
38,642.1,1401.33,554.52,47.27,522.44,8.4263,393,39.04,23.3353,125
